Timestamp,Pressure_Bar
0,30.02930279
0.003076963,30.02930279
0.006153925,30.02930279
0.009230888,30.02930279
0.01230785,30.02930279
0.015384813,30.02930279
0.018461775,30.02930279
0.021538738,30.02930279
0.0246157,30.02930279
0.027692663,30.02930279
0.030769625,30.02930279
0.033846588,30.02930279
0.03692355,30.02930279
0.040000513,30.02930279
0.043077475,30.02930279
0.046154438,30.02930279
0.0492314,30.02930279
0.052308363,30.02930279
0.055385325,30.02930279
0.058462288,30.02930279
0.061539251,30.02930279
0.064616213,30.02931548
0.067693176,30.02931548
0.070770138,30.02932817
0.073847101,30.02932817
0.076924063,30.02934085
0.080001026,30.02934085
0.083077988,30.02935354
0.086154951,30.02935354
0.089231913,30.02936623
0.092308876,30.02936623
0.095385838,30.02937892
0.098462801,30.02937892
0.101539763,30.02939161
0.104616726,30.02937892
0.107693688,30.02937892
0.110770651,30.02936623
0.113847613,30.02936623
0.116924576,30.02935354
0.120001538,30.02935354
0.123078501,30.02934085
0.126155464,30.02934085
0.129232426,30.02932817
0.132309389,30.02932817
0.135386351,30.02931548
0.138463314,30.02931548
0.141540276,30.02930279
0.144617239,30.02930279
0.147694201,30.0292901
0.150771164,30.0292901
0.153848126,30.02927741
0.156925089,30.02927741
0.160002051,30.02926472
0.163079014,30.02926472
0.166155976,30.02925203
0.169232939,30.02925203
0.172309901,30.02923934
0.175386864,30.02923934
0.178463826,30.02922665
0.181540789,30.02922665
0.184617752,30.02921396
0.187694714,30.02921396
0.190771677,30.02920127
0.193848639,30.02920127
0.196925602,30.02918858
0.200002564,30.02918858
0.203079527,30.0291759
0.206156489,30.0291759
0.209233452,30.02916321
0.212310414,30.02906169
0.215387377,30.02896018
0.218464339,30.02879522
0.221541302,30.02869371
0.224618264,30.02852875
0.227695227,30.02842723
0.230772189,30.02826227
0.233849152,30.02816076
0.236926114,30.0279958
0.240003077,30.02789429
0.243080039,30.02772933
0.246157002,30.02762781
0.249233965,30.02746286
0.252310927,30.02736134
0.25538789,30.02719638
0.258464852,30.02709487
0.261541815,30.02692991
0.264618777,30.0268284
0.26769574,30.02666344
0.270772702,30.02656192
0.273849665,30.02646041
0.276926627,30.0263589
0.28000359,30.02625738
0.283080552,30.02615587
0.286157515,30.02605436
0.289234477,30.02595284
0.29231144,30.02585133
0.295388402,30.02574982
0.298465365,30.0256483
0.301542327,30.02554679
0.30461929,30.02544528
0.307696253,30.02534376
0.310773215,30.02524225
0.313850178,30.02514073
0.31692714,30.02503922
0.320004103,30.02493771
0.323081065,30.02483619
0.326158028,30.02473468
0.32923499,30.02463317
0.332311953,30.02453165
0.335388915,30.02443014
0.338465878,30.02432863
0.34154284,30.02422711
0.344619803,30.0241256
0.347696765,30.02402409
0.350773728,30.02392257
0.35385069,30.02382106
0.356927653,30.02371955
0.360004615,30.02361803
0.363081578,30.02351652
0.36615854,30.02341501
0.369235503,30.02331349
0.372312466,30.02321198
0.375389428,30.02311047
0.378466391,30.02300895
0.381543353,30.02290744
0.384620316,30.02280592
0.387697278,30.02270441
0.390774241,30.0226029
0.393851203,30.02250138
0.396928166,30.02239987
0.400005128,30.02229836
0.403082091,30.02218415
0.406159053,30.02208264
0.409236016,30.02196844
0.412312978,30.02186693
0.415389941,30.02180348
0.418466903,30.02174003
0.421543866,30.02167659
0.424620828,30.02161314
0.427697791,30.0215497
0.430774754,30.02148625
0.433851716,30.0214228
0.436928679,30.02135936
0.440005641,30.02129591
0.443082604,30.02123247
0.446159566,30.02116902
0.449236529,30.02110557
0.452313491,30.02104213
0.455390454,30.02097868
0.458467416,30.02091524
0.461544379,30.02085179
0.464621341,30.02078834
0.467698304,30.0207249
0.470775266,30.02066145
0.473852229,30.02059801
0.476929191,30.02053456
0.480006154,30.02047111
0.483083116,30.02040767
0.486160079,30.02034422
0.489237042,30.02028078
0.492314004,30.02021733
0.495390967,30.02015389
0.498467929,30.02009044
0.501544892,30.02002699
0.504621854,30.01996355
0.507698817,30.0199001
0.510775779,30.01983666
0.513852742,30.01977321
0.516929704,30.01970976
0.520006667,30.01963363
0.523083629,30.01957018
0.526160592,30.01949405
0.529237554,30.0194306
0.532314517,30.01936716
0.535391479,30.01926564
0.538468442,30.0192022
0.541545404,30.01903724
0.544622367,30.01897379
0.547699329,30.01880883
0.550776292,30.01874539
0.553853255,30.01858043
0.556930217,30.01851698
0.56000718,30.01835202
0.563084142,30.01828858
0.566161105,30.01822513
0.569238067,30.01816168
0.57231503,30.01809824
0.575391992,30.01803479
0.578468955,30.01797135
0.581545917,30.0179079
0.58462288,30.01784445
0.587699842,30.01778101
0.590776805,30.01771756
0.593853767,30.01765412
0.59693073,30.01759067
0.600007692,30.01752722
0.603084655,30.01746378
0.606161617,30.01740033
0.60923858,30.01733689
0.612315543,30.01727344
0.615392505,30.01720999
0.618469468,30.01714655
0.62154643,30.0170831
0.624623393,30.01701966
0.627700355,30.01695621
0.630777318,30.01689276
0.63385428,30.01682932
0.636931243,30.01676587
0.640008205,30.01670243
0.643085168,30.01663898
0.64616213,30.01657554
0.649239093,30.01651209
0.652316055,30.01644864
0.655393018,30.0163852
0.65846998,30.01632175
0.661546943,30.01625831
0.664623905,30.01619486
0.667700868,30.01613141
0.67077783,30.01606797
0.673854793,30.01600452
0.676931756,30.01594108
0.680008718,30.01587763
0.683085681,30.01581418
0.686162643,30.01575074
0.689239606,30.01568729
0.692316568,30.01562385
0.695393531,30.0155604
0.698470493,30.01549695
0.701547456,30.01543351
0.704624418,30.01537006
0.707701381,30.01530662
0.710778343,30.01524317
0.713855306,30.01517972
0.716932268,30.01511628
0.720009231,30.01496401
0.723086193,30.01482443
0.726163156,30.01467216
0.729240118,30.01453258
0.732317081,30.01438031
0.735394044,30.01424073
0.738471006,30.01408846
0.741547969,30.01394887
0.744624931,30.0137966
0.747701894,30.01365702
0.750778856,30.01350475
0.753855819,30.01336517
0.756932781,30.0132129
0.760009744,30.01307332
0.763086706,30.01292105
0.766163669,30.01278147
0.769240631,30.0126292
0.772317594,30.01248962
0.775394556,30.01233735
0.778471519,30.01219777
0.781548481,30.0120455
0.784625444,30.01190592
0.787702406,30.01175365
0.790779369,30.01161406
0.793856331,30.01146179
0.796933294,30.01132221
0.800010257,30.01116994
0.803087219,30.01103036
0.806164182,30.01087809
0.809241144,30.01073851
0.812318107,30.01058624
0.815395069,30.01044666
0.818472032,30.01029439
0.821548994,30.01015481
0.824625957,30.01000254
0.827702919,30.00986296
0.830779882,30.00971069
0.833856844,30.00957111
0.836933807,30.00941884
0.840010769,30.00927925
0.843087732,30.00912698
0.846164694,30.0089874
0.849241657,30.00883513
0.852318619,30.00869555
0.855395582,30.00854328
0.858472545,30.0084037
0.861549507,30.00825143
0.86462647,30.00811185
0.867703432,30.00795958
0.870780395,30.00778193
0.873857357,30.00762966
0.87693432,30.00745201
0.880011282,30.00729974
0.883088245,30.00712209
0.886165207,30.00696982
0.88924217,30.00679217
0.892319132,30.0066399
0.895396095,30.00644957
0.898473057,30.0062973
0.90155002,30.00610696
0.904626982,30.00595469
0.907703945,30.00576435
0.910780907,30.00561208
0.91385787,30.00542174
0.916934832,30.00526947
0.920011795,30.00507913
0.923088758,30.00492686
0.92616572,30.00477459
0.929242683,30.00467308
0.932319645,30.00457157
0.935396608,30.00447005
0.93847357,30.00436854
0.941550533,30.00426703
0.944627495,30.00416551
0.947704458,30.004064
0.95078142,30.00396249
0.953858383,30.00386097
0.956935345,30.00375946
0.960012308,30.00365795
0.96308927,30.00355643
0.966166233,30.00345492
0.969243195,30.00335341
0.972320158,30.00325189
0.97539712,30.00315038
0.978474083,30.00304886
0.981551046,30.00294735
0.984628008,30.00284584
0.987704971,30.00274432
0.990781933,30.00264281
0.993858896,30.0025413
0.996935858,30.00243978
1.000012821,30.00233827
1.003089783,30.00223676
1.006166746,30.00213524
1.009243708,30.00203373
1.012320671,30.00193222
1.015397633,30.0018307
1.018474596,30.00172919
1.021551558,30.00162768
1.024628521,30.00152616
1.027705483,30.00142465
1.030782446,30.0013612
1.033859408,30.00129776
1.036936371,30.00123431
1.040013334,30.00117087
1.043090296,30.00110742
1.046167259,30.00104397
1.049244221,30.00098053
1.052321184,30.00091708
1.055398146,30.00085364
1.058475109,30.00079019
1.061552071,30.00072674
1.064629034,30.0006633
1.067705996,30.00059985
1.070782959,30.00053641
1.073859921,30.00047296
1.076936884,30.00040951
1.080013846,30.00034607
1.083090809,30.00028262
1.086167771,30.00021918
1.089244734,30.00015573
1.092321696,30.00009228
1.095398659,30.00002884
1.098475621,29.99996539
1.101552584,29.99990195
1.104629547,29.9998385
1.107706509,29.99977506
