time,pressure_bar
0,13.64898014
0.010075,13.64898014
0.020142,13.64898014
0.030209,13.64898014
0.040276,13.64898014
0.050344,13.64898014
0.06041,13.64898014
0.070477,13.64898014
0.080545,13.64898014
0.090613,13.64898014
0.100681,13.64898014
0.110748,13.64898014
0.120816,13.64898014
0.130883,13.64898014
0.140948,13.64898014
0.151014,13.64898014
0.161082,13.64898014
0.171148,13.64898014
0.181222,13.64898014
0.191289,13.64898014
0.201358,13.64898014
0.211424,13.64898014
0.22149,13.64898014
0.231558,13.64898014
0.241648,13.64898014
0.251717,13.64898014
0.261786,13.64898014
0.271854,13.64898014
0.281922,13.64898014
0.291989,13.64898014
0.302056,13.64898014
0.312124,13.64898014
0.322192,13.64898014
0.332261,13.64898014
0.34233,13.64898014
0.352404,13.64898014
0.362471,13.64898014
0.372538,13.64898014
0.382605,13.64898014
0.392672,13.64898014
0.40274,13.64898014
0.412809,13.64898014
0.422877,13.64898014
0.432945,13.64898014
0.443012,13.64898014
0.453079,13.64898014
0.463146,13.64898014
0.473214,13.64898014
0.48328,13.64898014
0.493345,13.64898014
0.503414,13.64898014
0.513482,13.64898014
0.52355,13.64898014
0.533615,13.64898014
0.543681,13.64898014
0.553749,13.64898014
0.563816,13.64898014
0.573882,13.64898014
0.583948,13.64898014
0.593995,13.64898014
0.604063,13.64898014
0.614131,13.64898014
0.6242,13.64898014
0.634268,13.64898014
0.644335,13.64898014
0.654402,13.64898014
0.664471,13.64898014
0.674538,13.64898014
0.684604,13.64898014
0.69467,13.64898014
0.704737,13.64898014
0.714803,13.64898014
0.72487,13.64898014
0.734936,13.64898014
0.745003,13.64898014
0.755069,13.64898014
0.765137,13.64898014
0.775204,13.64898014
0.785272,13.64898014
0.795343,13.64898014
0.80541,13.64898014
0.815478,13.64898014
0.825544,13.64898014
0.83561,13.64898014
0.845691,13.64898014
0.855761,13.64898014
0.865832,13.64898014
0.8759,13.64898014
0.885967,13.64898014
0.896033,13.64897535
0.906099,13.64897057
0.916166,13.64896099
0.926231,13.64895142
0.936298,13.64894184
0.946366,13.64893226
0.95643,13.64892269
0.966497,13.64891311
0.976563,13.64890354
0.986629,13.64889396
0.9967,13.64888439
1.006766,13.64887481
1.016834,13.64886523
1.026901,13.64885566
1.036972,13.64884608
1.04704,13.64883651
1.057108,13.64882693
1.067174,13.64881736
1.077239,13.64880778
1.087306,13.64879821
1.097372,13.64878863
1.107439,13.64877905
1.117505,13.64876948
1.127579,13.6487599
1.137673,13.64875033
1.147751,13.64874075
1.157822,13.64873118
1.167907,13.6487216
1.178016,13.64871202
1.188087,13.64870245
1.198163,13.64869766
1.208244,13.64868809
1.21834,13.64867851
1.228431,13.64866893
1.238516,13.64865936
1.248588,13.64864978
1.258655,13.648645
1.268724,13.64863542
1.278791,13.64862584
1.288858,13.64861627
1.298926,13.64860669
1.308993,13.64859712
1.319074,13.64858754
1.329156,13.64857797
1.339225,13.64856839
1.349292,13.64855881
1.359359,13.64854924
1.369429,13.64853966
1.379496,13.64853009
1.389565,13.64852051
1.399634,13.64851094
1.409733,13.64850615
1.419827,13.64850615
1.429921,13.64850136
1.440016,13.64850136
1.450109,13.64850136
1.460201,13.64850136
1.470291,13.64850136
1.480383,13.64850136
1.490479,13.64850136
1.500565,13.64850136
1.510634,13.64850136
1.520703,13.64850136
1.530771,13.64850136
1.540839,13.64850136
1.550907,13.64849657
1.560974,13.64849179
1.571051,13.64848221
1.581121,13.64847263
1.591198,13.64846306
1.601266,13.64845348
1.611336,13.64844391
1.621405,13.64843433
1.631472,13.64842476
1.64154,13.64841518
1.651607,13.6484056
1.661673,13.64839603
1.67174,13.64838645
1.681806,13.64837688
1.691875,13.6483673
1.701944,13.64835773
1.712022,13.64834815
1.722089,13.64833858
1.732157,13.648329
1.742225,13.64831942
1.752292,13.64830985
1.762359,13.64830027
1.772424,13.6482907
1.782491,13.64828112
1.792558,13.64827155
1.802631,13.64826197
1.8127,13.6482524
1.822772,13.64824282
1.832841,13.64823324
1.842911,13.64822367
1.852979,13.64821409
1.863046,13.64820452
1.87312,13.64819494
1.883189,13.64818537
1.893255,13.64817579
1.903332,13.64816621
1.913403,13.64815664
1.923473,13.64814706
1.933541,13.64813749
1.943609,13.64812791
1.953678,13.64811834
1.963745,13.64810876
1.973812,13.64809919
1.98388,13.64808961
1.993955,13.64808003
2.004024,13.64807046
2.014091,13.64806088
2.024158,13.64805131
2.034228,13.64804173
2.044307,13.64803216
2.054375,13.64802258
2.064441,13.648013
2.07451,13.64800343
2.084578,13.64799385
2.094645,13.64798428
2.104712,13.6479747
2.11478,13.64796513
2.125038,13.64795555
2.135104,13.64794598
2.145167,13.6479364
2.155234,13.64792682
2.165304,13.64791725
2.175375,13.64790767
2.185445,13.6478981
2.195513,13.64788852
2.205581,13.64787895
2.215647,13.64787416
2.225714,13.64786937
2.235782,13.64786937
2.24585,13.64786458
2.255916,13.64785979
2.265989,13.64785501
2.276058,13.64785022
2.286124,13.64784543
2.296191,13.64784543
2.306258,13.64784543
2.316326,13.64784543
2.326393,13.64784543
2.336459,13.64784543
2.346527,13.64784543
2.356606,13.64784543
2.366675,13.64784543
2.376744,13.64784543
2.386823,13.64784543
2.396891,13.64784543
2.406958,13.64784543
2.417025,13.64784543
2.427092,13.64784543
2.437161,13.64784543
2.447227,13.64784064
2.457294,13.64783107
2.467361,13.64782149
2.477429,13.64781192
2.487494,13.64780234
2.49756,13.64779277
2.507626,13.64778319
2.517694,13.64777361
2.527761,13.64776404
2.537827,13.64775446
2.547895,13.64774489
2.557962,13.64773531
2.568029,13.64772574
2.578096,13.64771616
2.588163,13.64770658
2.598239,13.64769701
2.608309,13.64768743
2.618378,13.64767786
2.628446,13.64766828
2.638515,13.64765871
2.648583,13.64764913
2.65865,13.64763956
2.668721,13.64762998
2.67879,13.6476204
2.688858,13.64761083
2.698926,13.64760125
2.708994,13.64759168
2.719061,13.6475821
2.729127,13.64757253
2.739195,13.64756295
2.749262,13.64755337
2.759329,13.6475438
2.769396,13.64753422
2.779462,13.64752944
2.789529,13.64751986
2.799596,13.64751028
2.809662,13.64750071
2.819731,13.64749113
2.829799,13.64748635
2.839867,13.64748156
2.849934,13.64747677
2.860002,13.64747677
2.870069,13.64747677
2.880136,13.64747677
2.890203,13.64747677
2.900271,13.64747677
2.910337,13.64748156
2.920404,13.64748635
2.93047,13.64749592
2.940539,13.6475055
2.950605,13.64751507
2.960672,13.64752465
2.970739,13.64753422
2.980806,13.6475438
2.990876,13.64755337
3.000944,13.64756295
3.011012,13.64757253
3.02108,13.6475821
3.031147,13.64759168
3.041214,13.64760125
3.051286,13.64761083
3.061357,13.6476204
3.071425,13.64762998
3.081491,13.64763956
3.091559,13.64764913
3.101628,13.64765871
3.111696,13.64766828
3.121762,13.64767786
3.131829,13.64768743
3.141897,13.64769701
3.151963,13.64770658
3.161988,13.64771616
3.172054,13.64772574
3.182122,13.64773531
3.192189,13.64774489
3.202256,13.64775446
3.212323,13.64775925
3.222391,13.64776883
3.232457,13.6477784
3.242521,13.64778798
3.252586,13.64779755
3.262651,13.64780713
3.272717,13.64781192
3.282783,13.64782149
3.292848,13.64783107
3.302915,13.64784064
3.31298,13.64785022
3.323045,13.64785979
3.333113,13.64786937
3.343179,13.64787895
3.353245,13.64788852
3.36331,13.6478981
3.373377,13.64790767
3.383444,13.64791725
3.39351,13.64792682
3.403576,13.6479364
3.413643,13.64794598
3.423709,13.64795076
3.433774,13.64795076
3.44384,13.64795555
3.453907,13.64795076
3.463971,13.64794598
3.474036,13.64794119
3.484102,13.64794119
3.494167,13.64794119
3.504232,13.64794119
3.51432,13.64794119
3.524388,13.6479364
3.534451,13.64793161
3.544518,13.64793161
3.554585,13.64793161
3.56465,13.6479364
3.574716,13.64794119
3.584781,13.64795076
3.594846,13.64796034
3.604913,13.64796991
3.614981,13.64797949
3.625046,13.64798907
3.635119,13.64799864
3.645193,13.64800822
3.655265,13.64801779
3.665335,13.64802737
3.675407,13.64803694
3.685474,13.64804652
3.695542,13.64805609
3.705608,13.64806567
3.715674,13.64807525
3.725739,13.64808482
3.735805,13.6480944
3.745872,13.64810397
3.755937,13.64811355
3.76602,13.64812312
3.776086,13.6481327
3.78615,13.64814228
3.796218,13.64815185
3.806284,13.64816143
3.816349,13.648171
3.826415,13.64818058
3.836481,13.64819015
3.846547,13.64819973
3.856613,13.6482093
3.866677,13.64821888
3.876742,13.64822846
3.886807,13.64823803
3.896872,13.64824761
3.906938,13.64825718
3.917021,13.64826676
3.927091,13.64827633
3.937157,13.64828591
3.947223,13.64829549
3.957289,13.64830506
3.967355,13.64831464
3.977422,13.64832421
3.98749,13.64833379
3.997556,13.64834336
4.00762,13.64835294
4.017686,13.64836251
4.027753,13.64837209
4.037818,13.64838167
4.047883,13.64839124
4.057957,13.64840082
4.068024,13.64841039
4.078091,13.64841997
4.088157,13.64842954
4.098223,13.64843912
4.10829,13.6484487
4.118356,13.64845348
4.128422,13.64845827
4.138499,13.64845827
4.148568,13.64845827
